Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,2732      
Trigger,0         
Start time,2021-03-24,16:06:09
End time,2021-03-24,16:10:42
Trigger time,2021-03-24,16:06:09
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
      1313,2021/03/24 16:08:20,200,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1314,2021/03/24 16:08:20,300,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1315,2021/03/24 16:08:20,400,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1316,2021/03/24 16:08:20,500,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1317,2021/03/24 16:08:20,600,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1318,2021/03/24 16:08:20,700,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1319,2021/03/24 16:08:20,800,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1320,2021/03/24 16:08:20,900,+  16.4,+  16.4,+  16.6,+  17.0,+  16.9,+  18.0,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1321,2021/03/24 16:08:21,  0,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1322,2021/03/24 16:08:21,100,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1323,2021/03/24 16:08:21,200,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1324,2021/03/24 16:08:21,300,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1325,2021/03/24 16:08:21,400,+  16.4,+  16.4,+  16.7,+  17.0,+  17.0,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1326,2021/03/24 16:08:21,500,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1327,2021/03/24 16:08:21,600,+  16.4,+  16.4,+  16.7,+  17.0,+  17.0,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1328,2021/03/24 16:08:21,700,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1329,2021/03/24 16:08:21,800,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1330,2021/03/24 16:08:21,900,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1331,2021/03/24 16:08:22,  0,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1332,2021/03/24 16:08:22,100,+  16.3,+  16.4,+  16.7,+  17.0,+  17.0,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1333,2021/03/24 16:08:22,200,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1334,2021/03/24 16:08:22,300,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1335,2021/03/24 16:08:22,400,+  16.4,+  16.4,+  16.7,+  17.0,+  17.1,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1336,2021/03/24 16:08:22,500,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1337,2021/03/24 16:08:22,600,+  16.3,+  16.4,+  16.7,+  17.0,+  17.0,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1338,2021/03/24 16:08:22,700,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1339,2021/03/24 16:08:22,800,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1340,2021/03/24 16:08:22,900,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1341,2021/03/24 16:08:23,  0,+  16.3,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1342,2021/03/24 16:08:23,100,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  18.0,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1343,2021/03/24 16:08:23,200,+  16.3,+  16.4,+  16.7,+  17.0,+  17.0,+  17.9,+  16.7,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1344,2021/03/24 16:08:23,300,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1345,2021/03/24 16:08:23,400,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1346,2021/03/24 16:08:23,500,+  16.3,+  16.4,+  16.6,+  17.1,+  16.9,+  17.9,+  16.7,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1347,2021/03/24 16:08:23,600,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1348,2021/03/24 16:08:23,700,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1349,2021/03/24 16:08:23,800,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.7,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1350,2021/03/24 16:08:23,900,+  16.4,+  16.4,+  16.7,+  17.0,+  16.9,+  17.9,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1351,2021/03/24 16:08:24,  0,+  16.3,+  16.4,+  16.7,+  17.2,+  16.9,+  18.0,+  16.6,+  16.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1352,2021/03/24 16:08:24,100,+  16.4,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1353,2021/03/24 16:08:24,200,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1354,2021/03/24 16:08:24,300,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1355,2021/03/24 16:08:24,400,+  16.3,+  16.4,+  16.7,+  17.1,+  16.9,+  18.0,+  16.7,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1356,2021/03/24 16:08:24,500,+  16.3,+  16.4,+  16.6,+  17.1,+  16.9,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1357,2021/03/24 16:08:24,600,+  16.3,+  16.4,+  16.6,+  16.9,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1358,2021/03/24 16:08:24,700,+  16.3,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1359,2021/03/24 16:08:24,800,+  16.3,+  16.4,+  16.6,+  17.0,+  16.8,+  17.9,+  16.6,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1360,2021/03/24 16:08:24,900,+  16.3,+  16.4,+  16.6,+  17.1,+  16.9,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1361,2021/03/24 16:08:25,  0,+  16.3,+  16.4,+  16.6,+  17.1,+  16.8,+  17.9,+  16.6,+  16.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1362,2021/03/24 16:08:25,100,+  16.1,+  16.4,+  16.6,+  17.0,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1363,2021/03/24 16:08:25,200,+  16.3,+  16.4,+  16.6,+  17.1,+  16.9,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1364,2021/03/24 16:08:25,300,+  16.3,+  16.4,+  16.6,+  17.1,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1365,2021/03/24 16:08:25,400,+  16.3,+  16.4,+  16.6,+  17.0,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1366,2021/03/24 16:08:25,500,+  16.3,+  16.4,+  16.6,+  17.1,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1367,2021/03/24 16:08:25,600,+  16.2,+  16.4,+  16.5,+  17.0,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1368,2021/03/24 16:08:25,700,+  16.3,+  16.4,+  16.6,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1369,2021/03/24 16:08:25,800,+  16.3,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1370,2021/03/24 16:08:25,900,+  16.3,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1371,2021/03/24 16:08:26,  0,+  16.3,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1372,2021/03/24 16:08:26,100,+  16.2,+  16.4,+  16.6,+  16.9,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1373,2021/03/24 16:08:26,200,+  16.3,+  16.4,+  16.6,+  17.0,+  16.8,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1374,2021/03/24 16:08:26,300,+  16.3,+  16.4,+  16.6,+  16.9,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1375,2021/03/24 16:08:26,400,+  16.3,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1376,2021/03/24 16:08:26,500,+  16.3,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1377,2021/03/24 16:08:26,600,+  16.1,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1378,2021/03/24 16:08:26,700,+  16.3,+  16.4,+  16.6,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1379,2021/03/24 16:08:26,800,+  16.3,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1380,2021/03/24 16:08:26,900,+  16.3,+  16.4,+  16.6,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1381,2021/03/24 16:08:27,  0,+  16.3,+  16.4,+  16.6,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1382,2021/03/24 16:08:27,100,+  16.2,+  16.4,+  16.4,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1383,2021/03/24 16:08:27,200,+  16.3,+  16.3,+  16.5,+  17.1,+  16.8,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1384,2021/03/24 16:08:27,300,+  16.3,+  16.4,+  16.5,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1385,2021/03/24 16:08:27,400,+  16.3,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1386,2021/03/24 16:08:27,500,+  16.2,+  16.4,+  16.6,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1387,2021/03/24 16:08:27,600,+  16.3,+  16.4,+  16.4,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1388,2021/03/24 16:08:27,700,+  16.2,+  16.4,+  16.5,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1389,2021/03/24 16:08:27,800,+  16.3,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1390,2021/03/24 16:08:27,900,+  16.3,+  16.4,+  16.5,+  17.0,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1391,2021/03/24 16:08:28,  0,+  16.3,+  16.4,+  16.6,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1392,2021/03/24 16:08:28,100,+  16.2,+  16.4,+  16.5,+  17.1,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1393,2021/03/24 16:08:28,200,+  16.1,+  16.4,+  16.4,+  17.1,+  16.8,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1394,2021/03/24 16:08:28,300,+  16.2,+  16.4,+  16.4,+  17.1,+  16.7,+  17.9,+  16.6,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1395,2021/03/24 16:08:28,400,+  16.1,+  16.4,+  16.4,+  17.1,+  16.7,+  17.9,+  16.6,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1396,2021/03/24 16:08:28,500,+  16.2,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1397,2021/03/24 16:08:28,600,+  16.3,+  16.4,+  16.4,+  17.3,+  16.6,+  17.9,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1398,2021/03/24 16:08:28,700,+  16.2,+  16.4,+  16.4,+  17.0,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1399,2021/03/24 16:08:28,800,+  16.1,+  16.4,+  16.4,+  17.0,+  16.7,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1400,2021/03/24 16:08:28,900,+  16.3,+  16.4,+  16.4,+  17.0,+  16.7,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1401,2021/03/24 16:08:29,  0,+  16.2,+  16.4,+  16.4,+  17.0,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1402,2021/03/24 16:08:29,100,+  16.2,+  16.4,+  16.3,+  17.1,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1403,2021/03/24 16:08:29,200,+  16.2,+  16.4,+  16.3,+  17.1,+  16.8,+  17.9,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1404,2021/03/24 16:08:29,300,+  16.3,+  16.4,+  16.4,+  17.0,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1405,2021/03/24 16:08:29,400,+  16.3,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1406,2021/03/24 16:08:29,500,+  16.2,+  16.4,+  16.4,+  17.1,+  16.6,+  17.8,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1407,2021/03/24 16:08:29,600,+  16.3,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1408,2021/03/24 16:08:29,700,+  16.2,+  16.4,+  16.3,+  17.2,+  16.7,+  17.8,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1409,2021/03/24 16:08:29,800,+  16.4,+  16.4,+  16.3,+  17.0,+  16.9,+  18.0,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1410,2021/03/24 16:08:29,900,+  16.4,+  16.4,+  16.3,+  16.9,+  16.6,+  17.9,+  16.7,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1411,2021/03/24 16:08:30,  0,+  16.4,+  16.4,+  16.3,+  16.9,+  16.6,+  17.9,+  16.8,+  16.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1412,2021/03/24 16:08:30,100,+  16.4,+  16.4,+  16.3,+  17.1,+  16.7,+  17.7,+  16.7,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1413,2021/03/24 16:08:30,200,+  16.3,+  16.4,+  16.3,+  16.9,+  16.7,+  18.0,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1414,2021/03/24 16:08:30,300,+  16.4,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1415,2021/03/24 16:08:30,400,+  16.3,+  16.3,+  16.3,+  17.1,+  16.7,+  17.9,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1416,2021/03/24 16:08:30,500,+  16.4,+  16.3,+  16.3,+  17.0,+  16.6,+  17.8,+  16.4,+  16.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1417,2021/03/24 16:08:30,600,+  16.3,+  16.4,+  16.4,+  17.1,+  16.6,+  17.9,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1418,2021/03/24 16:08:30,700,+  16.2,+  16.4,+  16.3,+  17.2,+  16.6,+  17.7,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1419,2021/03/24 16:08:30,800,+  16.2,+  16.3,+  16.3,+  17.0,+  16.6,+  17.8,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1420,2021/03/24 16:08:30,900,+  16.3,+  16.4,+  16.3,+  16.8,+  16.5,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1421,2021/03/24 16:08:31,  0,+  16.4,+  16.4,+  16.3,+  17.1,+  16.7,+  17.7,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1422,2021/03/24 16:08:31,100,+  16.4,+  16.4,+  16.3,+  16.9,+  16.6,+  17.7,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1423,2021/03/24 16:08:31,200,+  16.4,+  16.4,+  16.3,+  17.1,+  16.7,+  17.8,+  16.6,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1424,2021/03/24 16:08:31,300,+  16.4,+  16.3,+  16.3,+  17.1,+  16.6,+  17.8,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1425,2021/03/24 16:08:31,400,+  16.6,+  16.4,+  16.3,+  17.1,+  16.7,+  17.9,+  16.6,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1426,2021/03/24 16:08:31,500,+  16.4,+  16.4,+  16.3,+  17.0,+  16.6,+  17.8,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1427,2021/03/24 16:08:31,600,+  16.4,+  16.3,+  16.3,+  16.9,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1428,2021/03/24 16:08:31,700,+  16.3,+  16.4,+  16.1,+  17.1,+  16.5,+  17.8,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1429,2021/03/24 16:08:31,800,+  16.1,+  16.3,+  16.1,+  16.9,+  16.6,+  17.7,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1430,2021/03/24 16:08:31,900,+  16.2,+  16.3,+  16.1,+  16.9,+  16.6,+  17.8,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1431,2021/03/24 16:08:32,  0,+  16.3,+  16.3,+  16.0,+  16.9,+  16.6,+  17.8,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1432,2021/03/24 16:08:32,100,+  16.4,+  16.3,+  16.1,+  16.9,+  16.6,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1433,2021/03/24 16:08:32,200,+  16.4,+  16.4,+  16.3,+  17.1,+  16.6,+  17.8,+  16.6,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1434,2021/03/24 16:08:32,300,+  16.2,+  16.3,+  16.1,+  17.1,+  16.6,+  17.7,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1435,2021/03/24 16:08:32,400,+  16.2,+  16.3,+  16.1,+  16.9,+  16.6,+  17.9,+  16.4,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1436,2021/03/24 16:08:32,500,+  16.3,+  16.3,+  16.1,+  16.9,+  16.6,+  17.8,+  16.4,+  16.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1437,2021/03/24 16:08:32,600,+  16.1,+  16.3,+  16.1,+  17.1,+  16.6,+  17.7,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1438,2021/03/24 16:08:32,700,+  16.1,+  16.3,+  16.1,+  17.1,+  16.6,+  17.9,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1439,2021/03/24 16:08:32,800,+  16.1,+  16.3,+  16.1,+  17.0,+  16.6,+  17.8,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1440,2021/03/24 16:08:32,900,+  16.1,+  16.3,+  16.1,+  17.0,+  16.6,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1441,2021/03/24 16:08:33,  0,+  16.3,+  16.3,+  16.0,+  17.1,+  16.6,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1442,2021/03/24 16:08:33,100,+  16.2,+  16.3,+  16.1,+  17.1,+  16.6,+  17.8,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1443,2021/03/24 16:08:33,200,+  16.2,+  16.3,+  16.1,+  17.1,+  16.6,+  17.8,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1444,2021/03/24 16:08:33,300,+  16.3,+  16.3,+  16.2,+  17.0,+  16.6,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1445,2021/03/24 16:08:33,400,+  16.1,+  16.3,+  16.1,+  17.0,+  16.6,+  17.9,+  16.4,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1446,2021/03/24 16:08:33,500,+  16.2,+  16.3,+  16.1,+  16.9,+  16.6,+  17.8,+  16.5,+  16.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      1447,2021/03/24 16:08:33,600,+  16.2,+  16.3,+  16.1,+  17.1,+  16.6,+  17.9,+  16.5,+  16.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
