Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,20435     
Trigger,0         
Start time,2021-04-16,14:08:18
End time,2021-04-16,16:58:36
Trigger time,2021-04-16,14:08:18
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,Alarm1-10,AlarmOut
      3014,2021/04/16 14:33:24,500,+  12.6,-   3.5,+  33.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3015,2021/04/16 14:33:25,  0,+  12.7,-   3.4,+  33.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3016,2021/04/16 14:33:25,500,+  12.6,-   3.5,+  33.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3017,2021/04/16 14:33:26,  0,+  12.6,-   3.5,+  33.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3018,2021/04/16 14:33:26,500,+  12.7,-   3.4,+  33.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3019,2021/04/16 14:33:27,  0,+  12.7,-   3.5,+  33.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3020,2021/04/16 14:33:27,500,+  12.7,-   3.5,+  33.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3021,2021/04/16 14:33:28,  0,+  12.7,-   3.5,+  33.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3022,2021/04/16 14:33:28,500,+  12.7,-   3.5,+  33.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3023,2021/04/16 14:33:29,  0,+  12.7,-   3.5,+  33.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3024,2021/04/16 14:33:29,500,+  12.8,-   3.4,+  33.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3025,2021/04/16 14:33:30,  0,+  12.8,-   3.4,+  33.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3026,2021/04/16 14:33:30,500,+  12.8,-   3.5,+  33.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3027,2021/04/16 14:33:31,  0,+  12.8,-   3.5,+  33.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3028,2021/04/16 14:33:31,500,+  12.8,-   3.5,+  33.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3029,2021/04/16 14:33:32,  0,+  12.8,-   3.5,+  33.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3030,2021/04/16 14:33:32,500,+  12.9,-   3.5,+  33.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3031,2021/04/16 14:33:33,  0,+  12.9,-   3.5,+  33.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3032,2021/04/16 14:33:33,500,+  12.9,-   3.5,+  33.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3033,2021/04/16 14:33:34,  0,+  12.9,-   3.5,+  33.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3034,2021/04/16 14:33:34,500,+  12.9,-   3.5,+  33.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3035,2021/04/16 14:33:35,  0,+  12.9,-   3.5,+  33.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3036,2021/04/16 14:33:35,500,+  12.9,-   3.5,+  33.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3037,2021/04/16 14:33:36,  0,+  13.0,-   3.5,+  34.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3038,2021/04/16 14:33:36,500,+  13.0,-   3.5,+  34.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3039,2021/04/16 14:33:37,  0,+  13.0,-   3.5,+  34.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3040,2021/04/16 14:33:37,500,+  13.0,-   3.5,+  34.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3041,2021/04/16 14:33:38,  0,+  13.1,-   3.5,+  34.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3042,2021/04/16 14:33:38,500,+  13.1,-   3.5,+  34.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3043,2021/04/16 14:33:39,  0,+  13.0,-   3.5,+  34.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3044,2021/04/16 14:33:39,500,+  13.0,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3045,2021/04/16 14:33:40,  0,+  13.0,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3046,2021/04/16 14:33:40,500,+  13.0,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3047,2021/04/16 14:33:41,  0,+  13.1,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3048,2021/04/16 14:33:41,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3049,2021/04/16 14:33:42,  0,+  13.1,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3050,2021/04/16 14:33:42,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3051,2021/04/16 14:33:43,  0,+  13.1,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3052,2021/04/16 14:33:43,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3053,2021/04/16 14:33:44,  0,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3054,2021/04/16 14:33:44,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3055,2021/04/16 14:33:45,  0,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3056,2021/04/16 14:33:45,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3057,2021/04/16 14:33:46,  0,+  13.2,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3058,2021/04/16 14:33:46,500,+  13.2,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3059,2021/04/16 14:33:47,  0,+  13.2,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3060,2021/04/16 14:33:47,500,+  13.1,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3061,2021/04/16 14:33:48,  0,+  13.2,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3062,2021/04/16 14:33:48,500,+  13.3,-   3.4,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3063,2021/04/16 14:33:49,  0,+  13.3,-   3.4,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3064,2021/04/16 14:33:49,500,+  13.3,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3065,2021/04/16 14:33:50,  0,+  13.3,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3066,2021/04/16 14:33:50,500,+  13.4,-   3.4,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3067,2021/04/16 14:33:51,  0,+  13.4,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3068,2021/04/16 14:33:51,500,+  13.4,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3069,2021/04/16 14:33:52,  0,+  13.4,-   3.4,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3070,2021/04/16 14:33:52,500,+  13.5,-   3.4,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3071,2021/04/16 14:33:53,  0,+  13.4,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3072,2021/04/16 14:33:53,500,+  13.5,-   3.4,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3073,2021/04/16 14:33:54,  0,+  13.5,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3074,2021/04/16 14:33:54,500,+  13.5,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3075,2021/04/16 14:33:55,  0,+  13.5,-   3.5,+  34.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3076,2021/04/16 14:33:55,500,+  13.5,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3077,2021/04/16 14:33:56,  0,+  13.5,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3078,2021/04/16 14:33:56,500,+  13.5,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3079,2021/04/16 14:33:57,  0,+  13.5,-   3.5,+  34.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3080,2021/04/16 14:33:57,500,+  13.5,-   3.5,+  34.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3081,2021/04/16 14:33:58,  0,+  13.5,-   3.5,+  34.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3082,2021/04/16 14:33:58,500,+  13.6,-   3.5,+  34.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3083,2021/04/16 14:33:59,  0,+  13.6,-   3.5,+  34.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3084,2021/04/16 14:33:59,500,+  13.6,-   3.5,+  34.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3085,2021/04/16 14:34:00,  0,+  13.6,-   3.5,+  34.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3086,2021/04/16 14:34:00,500,+  13.6,-   3.5,+  35.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3087,2021/04/16 14:34:01,  0,+  13.6,-   3.5,+  35.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3088,2021/04/16 14:34:01,500,+  13.6,-   3.5,+  35.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3089,2021/04/16 14:34:02,  0,+  13.6,-   3.5,+  35.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3090,2021/04/16 14:34:02,500,+  13.6,-   3.5,+  35.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3091,2021/04/16 14:34:03,  0,+  13.7,-   3.5,+  35.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3092,2021/04/16 14:34:03,500,+  13.7,-   3.5,+  35.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3093,2021/04/16 14:34:04,  0,+  13.7,-   3.5,+  35.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3094,2021/04/16 14:34:04,500,+  13.7,-   3.5,+  35.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3095,2021/04/16 14:34:05,  0,+  13.7,-   3.5,+  35.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3096,2021/04/16 14:34:05,500,+  13.7,-   3.5,+  35.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3097,2021/04/16 14:34:06,  0,+  13.7,-   3.5,+  35.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3098,2021/04/16 14:34:06,500,+  13.7,-   3.5,+  35.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3099,2021/04/16 14:34:07,  0,+  13.8,-   3.5,+  35.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3100,2021/04/16 14:34:07,500,+  13.7,-   3.5,+  35.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3101,2021/04/16 14:34:08,  0,+  13.7,-   3.5,+  35.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3102,2021/04/16 14:34:08,500,+  13.8,-   3.6,+  35.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3103,2021/04/16 14:34:09,  0,+  13.8,-   3.5,+  36.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3104,2021/04/16 14:34:09,500,+  13.8,-   3.5,+  36.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3105,2021/04/16 14:34:10,  0,+  13.8,-   3.6,+  36.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3106,2021/04/16 14:34:10,500,+  13.8,-   3.5,+  36.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3107,2021/04/16 14:34:11,  0,+  13.8,-   3.5,+  36.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3108,2021/04/16 14:34:11,500,+  13.8,-   3.5,+  36.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3109,2021/04/16 14:34:12,  0,+  13.8,-   3.5,+  36.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3110,2021/04/16 14:34:12,500,+  13.8,-   3.6,+  36.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3111,2021/04/16 14:34:13,  0,+  13.8,-   3.5,+  36.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3112,2021/04/16 14:34:13,500,+  13.8,-   3.5,+  36.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3113,2021/04/16 14:34:14,  0,+  13.8,-   3.6,+  36.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3114,2021/04/16 14:34:14,500,+  13.8,-   3.5,+  36.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3115,2021/04/16 14:34:15,  0,+  13.8,-   3.6,+  36.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3116,2021/04/16 14:34:15,500,+  13.9,-   3.6,+  36.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3117,2021/04/16 14:34:16,  0,+  13.9,-   3.5,+  36.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3118,2021/04/16 14:34:16,500,+  14.0,-   3.6,+  36.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3119,2021/04/16 14:34:17,  0,+  14.0,-   3.6,+  36.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3120,2021/04/16 14:34:17,500,+  14.0,-   3.6,+  36.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3121,2021/04/16 14:34:18,  0,+  14.0,-   3.6,+  36.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3122,2021/04/16 14:34:18,500,+  14.1,-   3.5,+  36.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3123,2021/04/16 14:34:19,  0,+  14.0,-   3.6,+  36.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3124,2021/04/16 14:34:19,500,+  14.1,-   3.6,+  36.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3125,2021/04/16 14:34:20,  0,+  14.1,-   3.5,+  36.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3126,2021/04/16 14:34:20,500,+  14.1,-   3.6,+  36.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3127,2021/04/16 14:34:21,  0,+  14.1,-   3.6,+  36.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3128,2021/04/16 14:34:21,500,+  14.1,-   3.6,+  36.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3129,2021/04/16 14:34:22,  0,+  14.1,-   3.5,+  37.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3130,2021/04/16 14:34:22,500,+  14.1,-   3.6,+  37.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3131,2021/04/16 14:34:23,  0,+  14.1,-   3.6,+  37.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3132,2021/04/16 14:34:23,500,+  14.1,-   3.6,+  37.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3133,2021/04/16 14:34:24,  0,+  14.1,-   3.6,+  37.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3134,2021/04/16 14:34:24,500,+  14.2,-   3.6,+  37.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3135,2021/04/16 14:34:25,  0,+  14.2,-   3.6,+  37.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3136,2021/04/16 14:34:25,500,+  14.2,-   3.6,+  37.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3137,2021/04/16 14:34:26,  0,+  14.2,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3138,2021/04/16 14:34:26,500,+  14.3,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3139,2021/04/16 14:34:27,  0,+  14.3,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3140,2021/04/16 14:34:27,500,+  14.3,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3141,2021/04/16 14:34:28,  0,+  14.3,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3142,2021/04/16 14:34:28,500,+  14.3,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3143,2021/04/16 14:34:29,  0,+  14.3,-   3.7,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3144,2021/04/16 14:34:29,500,+  14.4,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3145,2021/04/16 14:34:30,  0,+  14.4,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3146,2021/04/16 14:34:30,500,+  14.5,-   3.7,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3147,2021/04/16 14:34:31,  0,+  14.5,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3148,2021/04/16 14:34:31,500,+  14.5,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3149,2021/04/16 14:34:32,  0,+  14.5,-   3.7,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3150,2021/04/16 14:34:32,500,+  14.5,-   3.7,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3151,2021/04/16 14:34:33,  0,+  14.6,-   3.7,+  37.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3152,2021/04/16 14:34:33,500,+  14.6,-   3.7,+  37.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3153,2021/04/16 14:34:34,  0,+  14.6,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3154,2021/04/16 14:34:34,500,+  14.6,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3155,2021/04/16 14:34:35,  0,+  14.6,-   3.6,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3156,2021/04/16 14:34:35,500,+  14.6,-   3.7,+  37.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3157,2021/04/16 14:34:36,  0,+  14.6,-   3.6,+  37.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3158,2021/04/16 14:34:36,500,+  14.6,-   3.7,+  37.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3159,2021/04/16 14:34:37,  0,+  14.6,-   3.7,+  37.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3160,2021/04/16 14:34:37,500,+  14.6,-   3.7,+  37.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3161,2021/04/16 14:34:38,  0,+  14.6,-   3.7,+  37.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3162,2021/04/16 14:34:38,500,+  14.6,-   3.7,+  37.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3163,2021/04/16 14:34:39,  0,+  14.6,-   3.7,+  37.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3164,2021/04/16 14:34:39,500,+  14.6,-   3.7,+  37.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3165,2021/04/16 14:34:40,  0,+  14.7,-   3.7,+  38.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3166,2021/04/16 14:34:40,500,+  14.8,-   3.7,+  38.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3167,2021/04/16 14:34:41,  0,+  14.8,-   3.7,+  38.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3168,2021/04/16 14:34:41,500,+  14.8,-   3.7,+  38.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3169,2021/04/16 14:34:42,  0,+  14.8,-   3.7,+  38.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3170,2021/04/16 14:34:42,500,+  14.8,-   3.7,+  38.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3171,2021/04/16 14:34:43,  0,+  14.8,-   3.5,+  38.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3172,2021/04/16 14:34:43,500,+  14.9,-   3.6,+  38.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3173,2021/04/16 14:34:44,  0,+  14.9,-   3.6,+  38.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3174,2021/04/16 14:34:44,500,+  14.9,-   3.7,+  38.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3175,2021/04/16 14:34:45,  0,+  14.9,-   3.6,+  38.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      3176,2021/04/16 14:34:45,500,+  14.9,-   3.6,+  38.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
