Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,2909      
Trigger,0         
Start time,2021-03-24,16:15:42
End time,2021-03-24,16:39:56
Trigger time,2021-03-24,16:15:42
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
       594,2021/03/24 16:20:38,500,+  34.5,+  40.9,+  36.2,+  38.0,+  87.3,+  96.2,+  87.8,+ 126.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       595,2021/03/24 16:20:39,  0,+  34.5,+  40.9,+  36.3,+  38.0,+  87.6,+  96.3,+  87.9,+ 126.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       596,2021/03/24 16:20:39,500,+  34.5,+  41.0,+  36.4,+  38.0,+  87.6,+  96.4,+  87.9,+ 126.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       597,2021/03/24 16:20:40,  0,+  34.5,+  40.9,+  36.5,+  38.0,+  87.7,+  96.5,+  88.0,+ 126.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       598,2021/03/24 16:20:40,500,+  34.5,+  40.9,+  36.5,+  38.1,+  87.9,+  96.6,+  88.0,+ 126.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       599,2021/03/24 16:20:41,  0,+  34.7,+  41.1,+  36.5,+  38.1,+  88.0,+  96.7,+  88.0,+ 127.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       600,2021/03/24 16:20:41,500,+  34.7,+  41.2,+  36.5,+  38.2,+  88.0,+  96.6,+  88.2,+ 127.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       601,2021/03/24 16:20:42,  0,+  34.8,+  41.2,+  36.6,+  38.3,+  88.2,+  96.6,+  88.2,+ 127.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       602,2021/03/24 16:20:42,500,+  34.8,+  41.4,+  36.7,+  38.3,+  88.3,+  96.7,+  88.2,+ 127.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       603,2021/03/24 16:20:43,  0,+  34.9,+  41.4,+  36.7,+  38.4,+  88.3,+  96.9,+  88.3,+ 127.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       604,2021/03/24 16:20:43,500,+  34.9,+  41.5,+  36.8,+  38.5,+  88.6,+  96.9,+  88.5,+ 127.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       605,2021/03/24 16:20:44,  0,+  34.9,+  41.5,+  36.8,+  38.5,+  88.6,+  97.0,+  88.5,+ 127.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       606,2021/03/24 16:20:44,500,+  34.9,+  41.5,+  36.9,+  38.6,+  88.7,+  97.0,+  88.6,+ 127.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       607,2021/03/24 16:20:45,  0,+  34.9,+  41.5,+  36.9,+  38.6,+  88.8,+  97.1,+  88.6,+ 127.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       608,2021/03/24 16:20:45,500,+  35.0,+  41.6,+  36.9,+  38.7,+  88.9,+  97.0,+  88.6,+ 127.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       609,2021/03/24 16:20:46,  0,+  35.0,+  41.7,+  37.1,+  38.6,+  89.1,+  97.3,+  88.8,+ 127.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       610,2021/03/24 16:20:46,500,+  35.0,+  41.7,+  37.2,+  38.8,+  89.3,+  97.2,+  88.8,+ 127.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       611,2021/03/24 16:20:47,  0,+  35.2,+  41.9,+  37.2,+  39.0,+  89.3,+  97.2,+  88.9,+ 127.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       612,2021/03/24 16:20:47,500,+  35.2,+  41.9,+  37.3,+  39.0,+  89.4,+  97.2,+  88.9,+ 127.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       613,2021/03/24 16:20:48,  0,+  35.2,+  42.0,+  37.3,+  39.1,+  89.5,+  97.4,+  88.9,+ 127.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       614,2021/03/24 16:20:48,500,+  35.2,+  42.0,+  37.5,+  39.1,+  89.6,+  97.3,+  89.1,+ 128.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       615,2021/03/24 16:20:49,  0,+  35.2,+  42.1,+  37.5,+  39.1,+  89.7,+  97.5,+  89.1,+ 128.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       616,2021/03/24 16:20:49,500,+  35.3,+  42.2,+  37.6,+  39.1,+  89.8,+  97.4,+  89.2,+ 128.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       617,2021/03/24 16:20:50,  0,+  35.3,+  42.3,+  37.5,+  39.1,+  90.0,+  97.5,+  89.2,+ 128.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       618,2021/03/24 16:20:50,500,+  35.2,+  42.3,+  37.6,+  39.2,+  90.1,+  97.5,+  89.3,+ 128.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       619,2021/03/24 16:20:51,  0,+  35.4,+  42.4,+  37.7,+  39.4,+  90.2,+  97.5,+  89.4,+ 128.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       620,2021/03/24 16:20:51,500,+  35.4,+  42.4,+  37.9,+  39.4,+  90.3,+  97.6,+  89.5,+ 128.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       621,2021/03/24 16:20:52,  0,+  35.4,+  42.4,+  37.8,+  39.4,+  90.5,+  97.7,+  89.4,+ 128.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       622,2021/03/24 16:20:52,500,+  35.4,+  42.5,+  37.8,+  39.5,+  90.5,+  97.8,+  89.6,+ 128.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       623,2021/03/24 16:20:53,  0,+  35.4,+  42.5,+  37.9,+  39.6,+  90.6,+  97.9,+  89.7,+ 128.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       624,2021/03/24 16:20:53,500,+  35.4,+  42.6,+  38.0,+  39.6,+  90.8,+  97.8,+  89.6,+ 128.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       625,2021/03/24 16:20:54,  0,+  35.5,+  42.7,+  38.0,+  39.7,+  90.9,+  97.9,+  89.7,+ 128.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       626,2021/03/24 16:20:54,500,+  35.5,+  42.7,+  38.0,+  39.6,+  91.1,+  98.0,+  89.7,+ 128.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       627,2021/03/24 16:20:55,  0,+  35.5,+  42.8,+  38.0,+  39.5,+  91.2,+  98.0,+  89.9,+ 128.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       628,2021/03/24 16:20:55,500,+  35.5,+  42.9,+  38.2,+  39.6,+  91.2,+  98.2,+  90.0,+ 128.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       629,2021/03/24 16:20:56,  0,+  35.7,+  42.9,+  38.2,+  39.6,+  91.2,+  98.2,+  90.0,+ 129.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       630,2021/03/24 16:20:56,500,+  35.8,+  43.1,+  38.3,+  39.7,+  91.5,+  98.3,+  90.0,+ 129.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       631,2021/03/24 16:20:57,  0,+  35.8,+  43.1,+  38.3,+  39.8,+  91.7,+  98.3,+  90.1,+ 129.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       632,2021/03/24 16:20:57,500,+  35.8,+  43.1,+  38.5,+  39.8,+  91.7,+  98.4,+  90.3,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       633,2021/03/24 16:20:58,  0,+  35.9,+  43.1,+  38.6,+  39.8,+  91.9,+  98.4,+  90.3,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       634,2021/03/24 16:20:58,500,+  35.9,+  43.3,+  38.3,+  39.8,+  91.9,+  98.5,+  90.2,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       635,2021/03/24 16:20:59,  0,+  35.9,+  43.3,+  38.3,+  39.9,+  92.0,+  98.3,+  90.2,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       636,2021/03/24 16:20:59,500,+  35.9,+  43.3,+  38.5,+  39.9,+  92.0,+  98.6,+  90.2,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       637,2021/03/24 16:21:00,  0,+  35.8,+  43.2,+  38.6,+  39.9,+  92.0,+  98.2,+  90.3,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       638,2021/03/24 16:21:00,500,+  35.7,+  43.2,+  38.5,+  40.0,+  92.0,+  98.4,+  90.1,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       639,2021/03/24 16:21:01,  0,+  35.7,+  43.3,+  38.8,+  40.1,+  92.1,+  98.6,+  90.3,+ 129.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       640,2021/03/24 16:21:01,500,+  35.7,+  43.5,+  38.9,+  39.9,+  92.5,+  98.6,+  90.4,+ 129.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       641,2021/03/24 16:21:02,  0,+  35.9,+  43.6,+  38.8,+  40.2,+  92.6,+  98.7,+  90.6,+ 129.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       642,2021/03/24 16:21:02,500,+  36.0,+  43.7,+  38.8,+  40.5,+  92.8,+  98.7,+  90.8,+ 130.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       643,2021/03/24 16:21:03,  0,+  36.0,+  43.8,+  38.9,+  40.4,+  92.9,+  98.9,+  90.7,+ 130.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       644,2021/03/24 16:21:03,500,+  36.2,+  44.0,+  39.1,+  40.6,+  93.2,+  99.1,+  90.9,+ 130.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       645,2021/03/24 16:21:04,  0,+  36.2,+  44.0,+  39.4,+  40.8,+  93.3,+  99.0,+  90.9,+ 130.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       646,2021/03/24 16:21:04,500,+  36.2,+  44.0,+  39.4,+  40.8,+  93.3,+  99.1,+  90.9,+ 130.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       647,2021/03/24 16:21:05,  0,+  36.3,+  44.1,+  39.3,+  40.7,+  93.4,+  99.2,+  91.1,+ 130.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       648,2021/03/24 16:21:05,500,+  36.3,+  44.2,+  39.2,+  40.8,+  93.5,+  99.3,+  91.1,+ 130.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       649,2021/03/24 16:21:06,  0,+  36.3,+  44.2,+  39.5,+  40.8,+  93.7,+  99.3,+  91.4,+ 130.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       650,2021/03/24 16:21:06,500,+  36.3,+  44.3,+  39.5,+  41.0,+  93.8,+  99.5,+  91.3,+ 130.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       651,2021/03/24 16:21:07,  0,+  36.5,+  44.4,+  39.6,+  40.9,+  94.0,+  99.3,+  91.4,+ 130.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       652,2021/03/24 16:21:07,500,+  36.5,+  44.4,+  39.7,+  41.0,+  94.1,+  99.5,+  91.4,+ 130.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       653,2021/03/24 16:21:08,  0,+  36.6,+  44.5,+  39.8,+  41.1,+  94.1,+  99.5,+  91.5,+ 130.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       654,2021/03/24 16:21:08,500,+  36.7,+  44.6,+  39.8,+  41.1,+  94.2,+  99.5,+  91.5,+ 130.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       655,2021/03/24 16:21:09,  0,+  36.7,+  44.6,+  39.8,+  41.2,+  94.3,+  99.5,+  91.5,+ 130.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       656,2021/03/24 16:21:09,500,+  36.7,+  44.6,+  39.8,+  41.3,+  94.4,+  99.6,+  91.7,+ 131.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       657,2021/03/24 16:21:10,  0,+  36.7,+  44.8,+  39.9,+  41.4,+  94.6,+  99.5,+  91.7,+ 131.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       658,2021/03/24 16:21:10,500,+  36.9,+  44.8,+  40.1,+  41.5,+  94.6,+  99.8,+  91.7,+ 131.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       659,2021/03/24 16:21:11,  0,+  36.9,+  44.9,+  40.1,+  41.5,+  94.7,+  99.8,+  91.8,+ 131.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       660,2021/03/24 16:21:11,500,+  37.0,+  44.9,+  40.1,+  41.6,+  94.9,+  99.8,+  91.7,+ 131.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       661,2021/03/24 16:21:12,  0,+  37.0,+  45.0,+  40.2,+  41.6,+  95.0,+  99.8,+  91.8,+ 131.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       662,2021/03/24 16:21:12,500,+  37.0,+  45.0,+  40.3,+  41.8,+  95.1,+  99.9,+  92.0,+ 131.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       663,2021/03/24 16:21:13,  0,+  37.0,+  45.0,+  40.2,+  41.7,+  95.1,+  99.9,+  92.0,+ 131.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       664,2021/03/24 16:21:13,500,+  37.1,+  45.1,+  40.4,+  41.8,+  95.3,+ 100.0,+  92.0,+ 131.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       665,2021/03/24 16:21:14,  0,+  37.0,+  45.2,+  40.3,+  42.0,+  95.4,+ 100.1,+  92.0,+ 131.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       666,2021/03/24 16:21:14,500,+  37.2,+  45.2,+  40.6,+  42.0,+  95.5,+ 100.1,+  92.1,+ 131.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       667,2021/03/24 16:21:15,  0,+  37.2,+  45.3,+  40.5,+  42.0,+  95.7,+ 100.1,+  92.2,+ 131.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       668,2021/03/24 16:21:15,500,+  37.2,+  45.3,+  40.6,+  42.3,+  95.8,+ 100.2,+  92.3,+ 131.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       669,2021/03/24 16:21:16,  0,+  37.3,+  45.4,+  40.7,+  42.2,+  95.8,+ 100.3,+  92.4,+ 131.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       670,2021/03/24 16:21:16,500,+  37.3,+  45.5,+  40.8,+  42.2,+  96.0,+ 100.4,+  92.1,+ 132.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       671,2021/03/24 16:21:17,  0,+  37.4,+  45.6,+  40.6,+  42.3,+  96.1,+ 100.2,+  92.4,+ 132.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       672,2021/03/24 16:21:17,500,+  37.3,+  45.6,+  40.8,+  42.3,+  96.2,+ 100.3,+  92.6,+ 132.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       673,2021/03/24 16:21:18,  0,+  37.5,+  45.6,+  40.8,+  42.3,+  96.3,+ 100.4,+  92.6,+ 132.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       674,2021/03/24 16:21:18,500,+  37.5,+  45.7,+  40.8,+  42.3,+  96.4,+ 100.4,+  92.6,+ 132.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       675,2021/03/24 16:21:19,  0,+  37.5,+  45.8,+  41.1,+  42.4,+  96.5,+ 100.4,+  92.8,+ 132.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       676,2021/03/24 16:21:19,500,+  37.6,+  45.8,+  40.9,+  42.6,+  96.7,+ 100.4,+  92.8,+ 132.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       677,2021/03/24 16:21:20,  0,+  37.7,+  46.0,+  41.0,+  42.6,+  96.7,+ 100.5,+  92.9,+ 132.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       678,2021/03/24 16:21:20,500,+  37.7,+  46.0,+  41.1,+  42.7,+  96.7,+ 100.7,+  92.9,+ 132.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       679,2021/03/24 16:21:21,  0,+  37.7,+  46.0,+  40.7,+  42.6,+  96.9,+ 100.7,+  93.1,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       680,2021/03/24 16:21:21,500,+  37.7,+  46.0,+  41.2,+  42.8,+  97.1,+ 100.9,+  92.9,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       681,2021/03/24 16:21:22,  0,+  37.9,+  46.2,+  41.3,+  42.9,+  97.1,+ 100.7,+  93.0,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       682,2021/03/24 16:21:22,500,+  37.8,+  46.3,+  41.4,+  42.9,+  97.3,+ 100.9,+  93.0,+ 132.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       683,2021/03/24 16:21:23,  0,+  37.8,+  46.4,+  41.3,+  43.0,+  97.4,+ 101.0,+  93.1,+ 132.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       684,2021/03/24 16:21:23,500,+  37.9,+  46.4,+  41.4,+  43.1,+  97.5,+ 101.2,+  93.2,+ 132.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       685,2021/03/24 16:21:24,  0,+  38.0,+  46.4,+  41.4,+  43.1,+  97.6,+ 101.1,+  93.2,+ 133.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       686,2021/03/24 16:21:24,500,+  37.9,+  46.4,+  41.4,+  43.2,+  97.7,+ 101.2,+  93.4,+ 133.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       687,2021/03/24 16:21:25,  0,+  38.0,+  46.6,+  41.5,+  43.2,+  97.8,+ 101.2,+  93.5,+ 133.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       688,2021/03/24 16:21:25,500,+  38.0,+  46.6,+  41.7,+  43.1,+  98.0,+ 101.1,+  93.3,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       689,2021/03/24 16:21:26,  0,+  38.0,+  46.6,+  41.6,+  43.1,+  98.0,+ 101.2,+  93.5,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       690,2021/03/24 16:21:26,500,+  38.0,+  46.7,+  41.6,+  43.2,+  98.1,+ 101.3,+  93.5,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       691,2021/03/24 16:21:27,  0,+  38.1,+  46.7,+  41.7,+  43.2,+  98.3,+ 101.2,+  93.6,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       692,2021/03/24 16:21:27,500,+  38.1,+  46.9,+  41.7,+  43.1,+  98.3,+ 101.3,+  93.7,+ 133.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       693,2021/03/24 16:21:28,  0,+  38.2,+  46.8,+  41.8,+  43.4,+  98.4,+ 101.4,+  93.7,+ 133.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       694,2021/03/24 16:21:28,500,+  38.2,+  46.9,+  41.8,+  43.2,+  98.5,+ 101.4,+  94.0,+ 133.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       695,2021/03/24 16:21:29,  0,+  38.3,+  47.0,+  42.0,+  43.5,+  98.7,+ 101.5,+  93.8,+ 133.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       696,2021/03/24 16:21:29,500,+  38.4,+  47.0,+  42.1,+  43.5,+  98.8,+ 101.6,+  94.0,+ 133.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       697,2021/03/24 16:21:30,  0,+  38.4,+  47.1,+  42.0,+  43.7,+  98.9,+ 101.5,+  94.0,+ 133.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       698,2021/03/24 16:21:30,500,+  38.4,+  47.2,+  42.1,+  43.5,+  99.0,+ 101.6,+  94.1,+ 133.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       699,2021/03/24 16:21:31,  0,+  38.5,+  47.3,+  42.1,+  43.8,+  99.0,+ 101.6,+  94.2,+ 134.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       700,2021/03/24 16:21:31,500,+  38.5,+  47.4,+  42.3,+  43.7,+  99.3,+ 101.7,+  94.1,+ 133.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       701,2021/03/24 16:21:32,  0,+  38.5,+  47.3,+  42.3,+  44.0,+  99.3,+ 101.9,+  94.3,+ 134.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       702,2021/03/24 16:21:32,500,+  38.5,+  47.4,+  42.2,+  44.1,+  99.5,+ 101.8,+  94.1,+ 134.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       703,2021/03/24 16:21:33,  0,+  38.6,+  47.5,+  42.4,+  44.1,+  99.6,+ 101.9,+  94.3,+ 134.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       704,2021/03/24 16:21:33,500,+  38.6,+  47.6,+  42.4,+  44.1,+  99.8,+ 102.0,+  94.4,+ 134.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       705,2021/03/24 16:21:34,  0,+  38.6,+  47.5,+  42.6,+  44.3,+  99.8,+ 101.9,+  94.4,+ 134.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       706,2021/03/24 16:21:34,500,+  38.6,+  47.8,+  42.7,+  44.3,+  99.9,+ 102.0,+  94.5,+ 134.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       707,2021/03/24 16:21:35,  0,+  38.8,+  47.8,+  42.7,+  44.3,+  99.9,+ 102.1,+  94.4,+ 134.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       708,2021/03/24 16:21:35,500,+  38.9,+  47.8,+  42.8,+  44.3,+ 100.1,+ 102.1,+  94.7,+ 134.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       709,2021/03/24 16:21:36,  0,+  38.9,+  47.9,+  42.8,+  44.4,+ 100.2,+ 102.4,+  94.7,+ 134.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       710,2021/03/24 16:21:36,500,+  38.9,+  47.9,+  42.9,+  44.6,+ 100.4,+ 102.1,+  94.7,+ 134.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       711,2021/03/24 16:21:37,  0,+  38.9,+  48.1,+  43.0,+  44.6,+ 100.5,+ 102.3,+  94.8,+ 134.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       712,2021/03/24 16:21:37,500,+  39.0,+  48.1,+  43.1,+  44.7,+ 100.5,+ 102.3,+  95.0,+ 134.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       713,2021/03/24 16:21:38,  0,+  39.0,+  48.2,+  43.1,+  44.7,+ 100.7,+ 102.3,+  95.0,+ 134.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       714,2021/03/24 16:21:38,500,+  39.0,+  48.3,+  43.1,+  44.8,+ 100.9,+ 102.4,+  95.0,+ 134.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       715,2021/03/24 16:21:39,  0,+  39.1,+  48.2,+  43.2,+  44.9,+ 100.9,+ 102.4,+  95.0,+ 135.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       716,2021/03/24 16:21:39,500,+  39.1,+  48.4,+  43.2,+  44.9,+ 101.0,+ 102.4,+  95.1,+ 135.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       717,2021/03/24 16:21:40,  0,+  39.3,+  48.4,+  43.4,+  45.1,+ 101.2,+ 102.7,+  95.2,+ 135.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       718,2021/03/24 16:21:40,500,+  39.2,+  48.5,+  43.4,+  45.1,+ 101.2,+ 102.6,+  95.2,+ 135.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       719,2021/03/24 16:21:41,  0,+  39.3,+  48.5,+  43.4,+  45.0,+ 101.3,+ 102.6,+  95.2,+ 135.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       720,2021/03/24 16:21:41,500,+  39.3,+  48.5,+  43.7,+  45.2,+ 101.5,+ 102.6,+  95.4,+ 135.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       721,2021/03/24 16:21:42,  0,+  39.3,+  48.7,+  43.5,+  45.2,+ 101.6,+ 102.6,+  95.2,+ 135.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       722,2021/03/24 16:21:42,500,+  39.4,+  48.7,+  43.8,+  45.3,+ 101.7,+ 102.7,+  95.4,+ 135.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       723,2021/03/24 16:21:43,  0,+  39.4,+  48.7,+  43.8,+  45.5,+ 101.8,+ 102.7,+  95.5,+ 135.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       724,2021/03/24 16:21:43,500,+  39.4,+  48.9,+  43.8,+  45.5,+ 102.0,+ 102.9,+  95.6,+ 135.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       725,2021/03/24 16:21:44,  0,+  39.4,+  49.0,+  43.8,+  45.6,+ 102.0,+ 102.9,+  95.8,+ 135.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       726,2021/03/24 16:21:44,500,+  39.6,+  49.0,+  43.9,+  45.6,+ 102.1,+ 102.8,+  95.7,+ 135.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       727,2021/03/24 16:21:45,  0,+  39.6,+  49.1,+  43.9,+  45.6,+ 102.3,+ 102.7,+  95.9,+ 135.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
