Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,2909      
Trigger,0         
Start time,2021-03-24,16:15:42
End time,2021-03-24,16:39:56
Trigger time,2021-03-24,16:15:42
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+500.0,+0.0,[degC],19,27,0,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
      2249,2021/03/24 16:34:26,  0,+  82.9,+ 108.7,+ 102.3,+ 103.7,+ 140.1,+ 109.5,+ 105.7,+ 114.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2250,2021/03/24 16:34:26,500,+  82.9,+ 108.7,+ 102.4,+ 103.7,+ 140.0,+ 109.5,+ 105.7,+ 114.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2251,2021/03/24 16:34:27,  0,+  82.9,+ 108.7,+ 102.3,+ 103.7,+ 140.0,+ 109.5,+ 105.7,+ 114.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2252,2021/03/24 16:34:27,500,+  83.0,+ 108.7,+ 102.3,+ 103.5,+ 140.0,+ 109.5,+ 105.7,+ 114.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2253,2021/03/24 16:34:28,  0,+  83.0,+ 108.7,+ 102.3,+ 103.5,+ 139.9,+ 109.5,+ 105.7,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2254,2021/03/24 16:34:28,500,+  83.0,+ 108.7,+ 102.3,+ 103.5,+ 139.9,+ 109.4,+ 105.7,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2255,2021/03/24 16:34:29,  0,+  83.0,+ 108.7,+ 102.3,+ 103.5,+ 139.8,+ 109.4,+ 105.6,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2256,2021/03/24 16:34:29,500,+  83.1,+ 108.7,+ 102.3,+ 103.4,+ 139.8,+ 109.4,+ 105.7,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2257,2021/03/24 16:34:30,  0,+  83.1,+ 108.7,+ 102.2,+ 103.4,+ 139.8,+ 109.4,+ 105.7,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2258,2021/03/24 16:34:30,500,+  83.1,+ 108.7,+ 102.2,+ 103.4,+ 139.8,+ 109.4,+ 105.6,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2259,2021/03/24 16:34:31,  0,+  83.1,+ 108.7,+ 102.1,+ 103.4,+ 139.7,+ 109.4,+ 105.6,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2260,2021/03/24 16:34:31,500,+  83.1,+ 108.7,+ 102.1,+ 103.2,+ 139.6,+ 109.4,+ 105.6,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2261,2021/03/24 16:34:32,  0,+  83.1,+ 108.7,+ 102.1,+ 103.2,+ 139.6,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2262,2021/03/24 16:34:32,500,+  83.0,+ 108.7,+ 102.1,+ 103.3,+ 139.5,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2263,2021/03/24 16:34:33,  0,+  83.0,+ 108.7,+ 102.2,+ 103.4,+ 139.5,+ 109.3,+ 105.6,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2264,2021/03/24 16:34:33,500,+  83.0,+ 108.7,+ 102.2,+ 103.5,+ 139.5,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2265,2021/03/24 16:34:34,  0,+  83.0,+ 108.7,+ 102.2,+ 103.6,+ 139.4,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2266,2021/03/24 16:34:34,500,+  83.0,+ 108.7,+ 102.3,+ 103.7,+ 139.3,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2267,2021/03/24 16:34:35,  0,+  83.1,+ 108.7,+ 102.3,+ 103.7,+ 139.3,+ 109.3,+ 105.5,+ 114.1,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2268,2021/03/24 16:34:35,500,+  83.1,+ 108.7,+ 102.2,+ 103.7,+ 139.3,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2269,2021/03/24 16:34:36,  0,+  83.2,+ 108.8,+ 102.3,+ 103.7,+ 139.2,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2270,2021/03/24 16:34:36,500,+  83.2,+ 108.8,+ 102.3,+ 103.7,+ 139.2,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2271,2021/03/24 16:34:37,  0,+  83.2,+ 108.7,+ 102.3,+ 103.7,+ 139.1,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2272,2021/03/24 16:34:37,500,+  83.2,+ 108.8,+ 102.3,+ 103.6,+ 139.1,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2273,2021/03/24 16:34:38,  0,+  83.3,+ 108.8,+ 102.3,+ 103.7,+ 139.0,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2274,2021/03/24 16:34:38,500,+  83.3,+ 108.8,+ 102.2,+ 103.5,+ 139.0,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2275,2021/03/24 16:34:39,  0,+  83.3,+ 108.8,+ 102.3,+ 103.7,+ 139.0,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2276,2021/03/24 16:34:39,500,+  83.5,+ 108.8,+ 102.3,+ 103.7,+ 138.9,+ 109.3,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2277,2021/03/24 16:34:40,  0,+  83.4,+ 108.8,+ 102.3,+ 103.5,+ 138.8,+ 109.2,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2278,2021/03/24 16:34:40,500,+  83.5,+ 108.8,+ 102.3,+ 103.5,+ 138.8,+ 109.2,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2279,2021/03/24 16:34:41,  0,+  83.5,+ 108.8,+ 102.3,+ 103.5,+ 138.7,+ 109.2,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2280,2021/03/24 16:34:41,500,+  83.5,+ 108.8,+ 102.2,+ 103.7,+ 138.7,+ 109.2,+ 105.5,+ 114.0,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2281,2021/03/24 16:34:42,  0,+  83.5,+ 108.8,+ 102.2,+ 103.5,+ 138.7,+ 109.2,+ 105.5,+ 113.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2282,2021/03/24 16:34:42,500,+  83.5,+ 108.8,+ 102.3,+ 103.5,+ 138.6,+ 109.2,+ 105.5,+ 113.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2283,2021/03/24 16:34:43,  0,+  83.5,+ 108.8,+ 102.3,+ 103.6,+ 138.5,+ 109.1,+ 105.5,+ 113.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2284,2021/03/24 16:34:43,500,+  83.5,+ 108.8,+ 102.3,+ 103.7,+ 138.5,+ 109.1,+ 105.4,+ 113.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2285,2021/03/24 16:34:44,  0,+  83.5,+ 108.8,+ 102.4,+ 103.7,+ 138.4,+ 109.1,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2286,2021/03/24 16:34:44,500,+  83.5,+ 108.8,+ 102.4,+ 103.7,+ 138.4,+ 109.1,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2287,2021/03/24 16:34:45,  0,+  83.5,+ 108.8,+ 102.4,+ 103.8,+ 138.4,+ 109.1,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2288,2021/03/24 16:34:45,500,+  83.5,+ 108.8,+ 102.6,+ 103.7,+ 138.4,+ 109.1,+ 105.4,+ 113.9,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2289,2021/03/24 16:34:46,  0,+  83.6,+ 108.8,+ 102.6,+ 103.8,+ 138.4,+ 109.1,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2290,2021/03/24 16:34:46,500,+  83.6,+ 108.8,+ 102.6,+ 103.8,+ 138.3,+ 109.0,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2291,2021/03/24 16:34:47,  0,+  83.6,+ 108.9,+ 102.6,+ 103.8,+ 138.2,+ 109.1,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2292,2021/03/24 16:34:47,500,+  83.6,+ 108.8,+ 102.6,+ 103.9,+ 138.2,+ 109.0,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2293,2021/03/24 16:34:48,  0,+  83.6,+ 108.9,+ 102.6,+ 103.9,+ 138.1,+ 109.0,+ 105.4,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2294,2021/03/24 16:34:48,500,+  83.6,+ 108.8,+ 102.6,+ 103.8,+ 138.0,+ 109.0,+ 105.3,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2295,2021/03/24 16:34:49,  0,+  83.6,+ 108.8,+ 102.6,+ 103.7,+ 138.0,+ 109.0,+ 105.3,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2296,2021/03/24 16:34:49,500,+  83.5,+ 108.8,+ 102.6,+ 103.5,+ 138.0,+ 108.9,+ 105.3,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2297,2021/03/24 16:34:50,  0,+  83.6,+ 108.8,+ 102.6,+ 103.4,+ 137.9,+ 108.9,+ 105.3,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2298,2021/03/24 16:34:50,500,+  83.6,+ 108.8,+ 102.6,+ 103.4,+ 137.9,+ 108.9,+ 105.3,+ 113.8,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2299,2021/03/24 16:34:51,  0,+  83.6,+ 108.8,+ 102.6,+ 103.3,+ 137.8,+ 108.9,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2300,2021/03/24 16:34:51,500,+  83.6,+ 108.8,+ 102.7,+ 103.4,+ 137.7,+ 108.9,+ 105.3,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2301,2021/03/24 16:34:52,  0,+  83.6,+ 108.8,+ 102.6,+ 103.4,+ 137.7,+ 108.9,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2302,2021/03/24 16:34:52,500,+  83.6,+ 108.8,+ 102.6,+ 103.5,+ 137.6,+ 108.9,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2303,2021/03/24 16:34:53,  0,+  83.6,+ 108.8,+ 102.7,+ 103.4,+ 137.6,+ 108.9,+ 105.3,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2304,2021/03/24 16:34:53,500,+  83.6,+ 108.8,+ 102.6,+ 103.4,+ 137.5,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2305,2021/03/24 16:34:54,  0,+  83.7,+ 108.8,+ 102.7,+ 103.5,+ 137.5,+ 108.8,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2306,2021/03/24 16:34:54,500,+  83.7,+ 108.8,+ 102.7,+ 103.5,+ 137.5,+ 108.9,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2307,2021/03/24 16:34:55,  0,+  83.8,+ 108.8,+ 102.7,+ 103.5,+ 137.5,+ 108.8,+ 105.2,+ 113.7,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2308,2021/03/24 16:34:55,500,+  83.8,+ 108.8,+ 102.6,+ 103.6,+ 137.4,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2309,2021/03/24 16:34:56,  0,+  83.8,+ 108.8,+ 102.6,+ 103.6,+ 137.4,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2310,2021/03/24 16:34:56,500,+  83.8,+ 108.8,+ 102.6,+ 103.7,+ 137.3,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2311,2021/03/24 16:34:57,  0,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 137.2,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2312,2021/03/24 16:34:57,500,+  83.8,+ 108.8,+ 102.6,+ 103.9,+ 137.2,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2313,2021/03/24 16:34:58,  0,+  83.8,+ 108.8,+ 102.6,+ 103.9,+ 137.2,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2314,2021/03/24 16:34:58,500,+  83.9,+ 108.8,+ 102.6,+ 103.9,+ 137.2,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2315,2021/03/24 16:34:59,  0,+  83.8,+ 108.8,+ 102.6,+ 103.9,+ 137.1,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2316,2021/03/24 16:34:59,500,+  83.8,+ 108.8,+ 102.6,+ 104.0,+ 137.0,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2317,2021/03/24 16:35:00,  0,+  83.8,+ 108.8,+ 102.6,+ 104.0,+ 137.0,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2318,2021/03/24 16:35:00,500,+  83.8,+ 108.8,+ 102.6,+ 104.0,+ 137.0,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2319,2021/03/24 16:35:01,  0,+  83.8,+ 108.8,+ 102.5,+ 104.0,+ 136.9,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2320,2021/03/24 16:35:01,500,+  83.8,+ 108.8,+ 102.4,+ 104.0,+ 137.0,+ 108.8,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2321,2021/03/24 16:35:02,  0,+  83.8,+ 108.8,+ 102.4,+ 103.9,+ 137.0,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2322,2021/03/24 16:35:02,500,+  83.8,+ 108.8,+ 102.4,+ 104.0,+ 136.9,+ 108.7,+ 105.2,+ 113.6,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2323,2021/03/24 16:35:03,  0,+  83.9,+ 108.8,+ 102.4,+ 103.9,+ 136.9,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2324,2021/03/24 16:35:03,500,+  83.9,+ 108.8,+ 102.4,+ 103.8,+ 136.9,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2325,2021/03/24 16:35:04,  0,+  83.9,+ 108.8,+ 102.4,+ 103.8,+ 136.7,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2326,2021/03/24 16:35:04,500,+  83.9,+ 108.8,+ 102.4,+ 103.7,+ 136.7,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2327,2021/03/24 16:35:05,  0,+  84.0,+ 108.8,+ 102.5,+ 103.7,+ 136.7,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2328,2021/03/24 16:35:05,500,+  84.0,+ 108.8,+ 102.5,+ 103.7,+ 136.7,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2329,2021/03/24 16:35:06,  0,+  84.0,+ 108.8,+ 102.6,+ 103.8,+ 136.6,+ 108.7,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2330,2021/03/24 16:35:06,500,+  84.0,+ 108.8,+ 102.6,+ 103.8,+ 136.6,+ 108.6,+ 105.2,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2331,2021/03/24 16:35:07,  0,+  84.0,+ 108.8,+ 102.6,+ 103.8,+ 136.5,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2332,2021/03/24 16:35:07,500,+  83.9,+ 108.8,+ 102.6,+ 103.8,+ 136.5,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2333,2021/03/24 16:35:08,  0,+  83.8,+ 108.8,+ 102.6,+ 103.7,+ 136.5,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2334,2021/03/24 16:35:08,500,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.5,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2335,2021/03/24 16:35:09,  0,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.4,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2336,2021/03/24 16:35:09,500,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.4,+ 108.6,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2337,2021/03/24 16:35:10,  0,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.3,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2338,2021/03/24 16:35:10,500,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.2,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2339,2021/03/24 16:35:11,  0,+  83.8,+ 108.8,+ 102.6,+ 103.8,+ 136.2,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2340,2021/03/24 16:35:11,500,+  83.8,+ 108.8,+ 102.6,+ 103.7,+ 136.2,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2341,2021/03/24 16:35:12,  0,+  83.9,+ 108.8,+ 102.6,+ 103.7,+ 136.2,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2342,2021/03/24 16:35:12,500,+  83.9,+ 108.8,+ 102.6,+ 103.6,+ 136.1,+ 108.5,+ 105.0,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2343,2021/03/24 16:35:13,  0,+  83.9,+ 108.8,+ 102.5,+ 103.5,+ 136.1,+ 108.5,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2344,2021/03/24 16:35:13,500,+  83.9,+ 108.8,+ 102.4,+ 103.5,+ 136.0,+ 108.4,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2345,2021/03/24 16:35:14,  0,+  83.9,+ 108.8,+ 102.4,+ 103.6,+ 135.9,+ 108.4,+ 105.0,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2346,2021/03/24 16:35:14,500,+  83.9,+ 108.8,+ 102.4,+ 103.5,+ 135.9,+ 108.4,+ 105.0,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2347,2021/03/24 16:35:15,  0,+  83.9,+ 108.8,+ 102.4,+ 103.5,+ 135.9,+ 108.4,+ 105.1,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2348,2021/03/24 16:35:15,500,+  83.9,+ 108.8,+ 102.4,+ 103.5,+ 135.9,+ 108.3,+ 105.0,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2349,2021/03/24 16:35:16,  0,+  83.9,+ 108.8,+ 102.4,+ 103.4,+ 135.9,+ 108.3,+ 104.9,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2350,2021/03/24 16:35:16,500,+  83.9,+ 108.8,+ 102.4,+ 103.4,+ 135.8,+ 108.3,+ 105.0,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2351,2021/03/24 16:35:17,  0,+  83.9,+ 108.8,+ 102.4,+ 103.5,+ 135.7,+ 108.3,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2352,2021/03/24 16:35:17,500,+  83.9,+ 108.8,+ 102.5,+ 103.6,+ 135.7,+ 108.3,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2353,2021/03/24 16:35:18,  0,+  83.9,+ 108.7,+ 102.4,+ 103.6,+ 135.6,+ 108.3,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2354,2021/03/24 16:35:18,500,+  83.9,+ 108.8,+ 102.5,+ 103.7,+ 135.7,+ 108.3,+ 105.0,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2355,2021/03/24 16:35:19,  0,+  83.8,+ 108.8,+ 102.5,+ 103.7,+ 135.6,+ 108.3,+ 104.9,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2356,2021/03/24 16:35:19,500,+  83.8,+ 108.7,+ 102.4,+ 103.7,+ 135.6,+ 108.3,+ 104.9,+ 113.5,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2357,2021/03/24 16:35:20,  0,+  83.9,+ 108.7,+ 102.4,+ 103.7,+ 135.5,+ 108.3,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2358,2021/03/24 16:35:20,500,+  83.9,+ 108.7,+ 102.4,+ 103.7,+ 135.5,+ 108.3,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2359,2021/03/24 16:35:21,  0,+  83.9,+ 108.8,+ 102.4,+ 103.8,+ 135.4,+ 108.3,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2360,2021/03/24 16:35:21,500,+  84.0,+ 108.8,+ 102.5,+ 103.7,+ 135.4,+ 108.3,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2361,2021/03/24 16:35:22,  0,+  84.1,+ 108.8,+ 102.5,+ 103.7,+ 135.4,+ 108.2,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2362,2021/03/24 16:35:22,500,+  84.1,+ 108.8,+ 102.5,+ 103.8,+ 135.3,+ 108.2,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2363,2021/03/24 16:35:23,  0,+  84.1,+ 108.8,+ 102.5,+ 103.9,+ 135.2,+ 108.2,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2364,2021/03/24 16:35:23,500,+  84.2,+ 108.8,+ 102.6,+ 103.8,+ 135.2,+ 108.2,+ 104.9,+ 113.4,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2365,2021/03/24 16:35:24,  0,+  84.2,+ 108.8,+ 102.6,+ 103.7,+ 135.1,+ 108.2,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2366,2021/03/24 16:35:24,500,+  84.2,+ 108.7,+ 102.5,+ 103.7,+ 135.1,+ 108.2,+ 104.9,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2367,2021/03/24 16:35:25,  0,+  84.2,+ 108.7,+ 102.6,+ 103.5,+ 135.1,+ 108.2,+ 104.8,+ 113.3,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2368,2021/03/24 16:35:25,500,+  84.2,+ 108.7,+ 102.6,+ 103.5,+ 135.0,+ 108.2,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2369,2021/03/24 16:35:26,  0,+  84.2,+ 108.7,+ 102.6,+ 103.5,+ 134.9,+ 108.2,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2370,2021/03/24 16:35:26,500,+  84.2,+ 108.7,+ 102.5,+ 103.6,+ 134.9,+ 108.1,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2371,2021/03/24 16:35:27,  0,+  84.2,+ 108.7,+ 102.4,+ 103.6,+ 134.8,+ 108.1,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2372,2021/03/24 16:35:27,500,+  84.2,+ 108.7,+ 102.4,+ 103.5,+ 134.8,+ 108.1,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
      2373,2021/03/24 16:35:28,  0,+  84.2,+ 108.7,+ 102.5,+ 103.5,+ 134.7,+ 108.0,+ 104.9,+ 113.2,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
