Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,15507     
Trigger,0         
Start time,2021-04-01,14:48:54
End time,2021-04-01,16:58:07
Trigger time,2021-04-01,14:48:54
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,Alarm1-10,AlarmOut
      1459,2021/04/01 15:01:03,  0,+  18.6,+  18.9,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1460,2021/04/01 15:01:03,500,+  18.5,+  18.9,-  21.6,+  13.0,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1461,2021/04/01 15:01:04,  0,+  18.6,+  18.9,-  21.6,+  12.9,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1462,2021/04/01 15:01:04,500,+  18.6,+  18.8,-  21.6,+  12.8,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1463,2021/04/01 15:01:05,  0,+  18.5,+  18.9,-  21.6,+  12.8,+  18.5,+  16.1,+  17.1,LLLLLLLLLL,LLLL
      1464,2021/04/01 15:01:05,500,+  18.5,+  18.9,-  21.6,+  12.9,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1465,2021/04/01 15:01:06,  0,+  18.5,+  18.9,-  21.6,+  12.8,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1466,2021/04/01 15:01:06,500,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1467,2021/04/01 15:01:07,  0,+  18.5,+  18.9,-  21.5,+  12.8,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1468,2021/04/01 15:01:07,500,+  18.5,+  18.8,-  21.6,+  12.8,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1469,2021/04/01 15:01:08,  0,+  18.5,+  18.9,-  21.5,+  12.8,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1470,2021/04/01 15:01:08,500,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  16.1,+  17.3,LLLLLLLLLL,LLLL
      1471,2021/04/01 15:01:09,  0,+  18.5,+  18.9,-  21.5,+  12.9,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1472,2021/04/01 15:01:09,500,+  18.5,+  18.8,-  21.4,+  12.9,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1473,2021/04/01 15:01:10,  0,+  18.5,+  18.9,-  21.4,+  13.0,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1474,2021/04/01 15:01:10,500,+  18.5,+  18.8,-  21.5,+  13.0,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1475,2021/04/01 15:01:11,  0,+  18.6,+  18.8,-  21.5,+  12.9,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1476,2021/04/01 15:01:11,500,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1477,2021/04/01 15:01:12,  0,+  18.6,+  18.9,-  21.5,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1478,2021/04/01 15:01:12,500,+  18.5,+  18.9,-  21.5,+  12.8,+  18.4,+  16.0,+  17.3,LLLLLLLLLL,LLLL
      1479,2021/04/01 15:01:13,  0,+  18.5,+  18.9,-  21.5,+  12.8,+  18.5,+  16.1,+  17.2,LLLLLLLLLL,LLLL
      1480,2021/04/01 15:01:13,500,+  18.5,+  18.9,-  21.5,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1481,2021/04/01 15:01:14,  0,+  18.5,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1482,2021/04/01 15:01:14,500,+  18.5,+  18.9,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1483,2021/04/01 15:01:15,  0,+  18.6,+  18.9,-  21.7,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1484,2021/04/01 15:01:15,500,+  18.5,+  18.9,-  21.7,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1485,2021/04/01 15:01:16,  0,+  18.6,+  18.9,-  21.7,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1486,2021/04/01 15:01:16,500,+  18.5,+  18.9,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1487,2021/04/01 15:01:17,  0,+  18.6,+  18.9,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1488,2021/04/01 15:01:17,500,+  18.5,+  18.9,-  21.7,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1489,2021/04/01 15:01:18,  0,+  18.7,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1490,2021/04/01 15:01:18,500,+  18.7,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1491,2021/04/01 15:01:19,  0,+  18.6,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1492,2021/04/01 15:01:19,500,+  18.6,+  18.9,-  21.5,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1493,2021/04/01 15:01:20,  0,+  18.6,+  18.8,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1494,2021/04/01 15:01:20,500,+  18.5,+  18.9,-  21.6,+  12.8,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1495,2021/04/01 15:01:21,  0,+  18.7,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1496,2021/04/01 15:01:21,500,+  18.6,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1497,2021/04/01 15:01:22,  0,+  18.6,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1498,2021/04/01 15:01:22,500,+  18.6,+  18.9,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1499,2021/04/01 15:01:23,  0,+  18.6,+  18.8,-  21.6,+  12.7,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1500,2021/04/01 15:01:23,500,+  18.6,+  18.9,-  21.6,+  12.7,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1501,2021/04/01 15:01:24,  0,+  18.6,+  18.8,-  21.6,+  12.8,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1502,2021/04/01 15:01:24,500,+  18.5,+  18.9,-  21.7,+  12.7,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1503,2021/04/01 15:01:25,  0,+  18.6,+  18.9,-  21.6,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1504,2021/04/01 15:01:25,500,+  18.5,+  18.9,-  21.7,+  12.7,+  18.5,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1505,2021/04/01 15:01:26,  0,+  18.6,+  18.8,-  21.6,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1506,2021/04/01 15:01:26,500,+  18.5,+  18.8,-  21.7,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1507,2021/04/01 15:01:27,  0,+  18.5,+  18.8,-  21.6,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1508,2021/04/01 15:01:27,500,+  18.5,+  18.9,-  21.7,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1509,2021/04/01 15:01:28,  0,+  18.5,+  18.8,-  21.8,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1510,2021/04/01 15:01:28,500,+  18.5,+  18.9,-  21.8,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1511,2021/04/01 15:01:29,  0,+  18.5,+  18.8,-  21.7,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1512,2021/04/01 15:01:29,500,+  18.5,+  18.8,-  21.6,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1513,2021/04/01 15:01:30,  0,+  18.5,+  18.8,-  21.6,+  12.8,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1514,2021/04/01 15:01:30,500,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1515,2021/04/01 15:01:31,  0,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1516,2021/04/01 15:01:31,500,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1517,2021/04/01 15:01:32,  0,+  18.5,+  18.8,-  21.5,+  12.8,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1518,2021/04/01 15:01:32,500,+  18.5,+  18.8,-  21.5,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1519,2021/04/01 15:01:33,  0,+  18.4,+  18.8,-  21.5,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1520,2021/04/01 15:01:33,500,+  18.5,+  18.8,-  21.5,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1521,2021/04/01 15:01:34,  0,+  18.4,+  18.8,-  21.5,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1522,2021/04/01 15:01:34,500,+  18.5,+  18.8,-  21.5,+  12.7,+  18.4,+  16.0,+  17.1,LLLLLLLLLL,LLLL
      1523,2021/04/01 15:01:35,  0,+  18.4,+  18.8,-  21.5,+  12.8,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1524,2021/04/01 15:01:35,500,+  18.5,+  18.8,-  21.5,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1525,2021/04/01 15:01:36,  0,+  18.4,+  18.8,-  21.6,+  12.7,+  18.4,+  16.0,+  17.2,LLLLLLLLLL,LLLL
      1526,2021/04/01 15:01:36,500,+  18.4,+  18.8,-  21.6,+  12.7,+  18.4,+  16.0,+  17.1,LLLLLLLLLL,LLLL
      1527,2021/04/01 15:01:37,  0,+  18.5,+  18.8,-  21.7,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1528,2021/04/01 15:01:37,500,+  18.4,+  18.7,-  21.6,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1529,2021/04/01 15:01:38,  0,+  18.4,+  18.7,-  21.6,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1530,2021/04/01 15:01:38,500,+  18.5,+  18.7,-  21.6,+  12.7,+  18.3,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1531,2021/04/01 15:01:39,  0,+  18.4,+  18.6,-  21.6,+  12.7,+  18.4,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1532,2021/04/01 15:01:39,500,+  18.4,+  18.6,-  21.6,+  12.7,+  18.3,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1533,2021/04/01 15:01:40,  0,+  18.4,+  18.5,-  21.7,+  12.7,+  18.2,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1534,2021/04/01 15:01:40,500,+  18.4,+  18.5,-  21.7,+  12.8,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1535,2021/04/01 15:01:41,  0,+  18.4,+  18.6,-  21.7,+  12.8,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1536,2021/04/01 15:01:41,500,+  18.4,+  18.5,-  21.6,+  12.7,+  18.3,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1537,2021/04/01 15:01:42,  0,+  18.4,+  18.6,-  21.7,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1538,2021/04/01 15:01:42,500,+  18.4,+  18.5,-  21.7,+  12.6,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1539,2021/04/01 15:01:43,  0,+  18.4,+  18.5,-  21.7,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1540,2021/04/01 15:01:43,500,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1541,2021/04/01 15:01:44,  0,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.9,+  17.2,LLLLLLLLLL,LLLL
      1542,2021/04/01 15:01:44,500,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1543,2021/04/01 15:01:45,  0,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1544,2021/04/01 15:01:45,500,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1545,2021/04/01 15:01:46,  0,+  18.4,+  18.4,-  21.7,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1546,2021/04/01 15:01:46,500,+  18.4,+  18.5,-  21.7,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1547,2021/04/01 15:01:47,  0,+  18.4,+  18.5,-  21.7,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1548,2021/04/01 15:01:47,500,+  18.4,+  18.5,-  21.6,+  12.7,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1549,2021/04/01 15:01:48,  0,+  18.4,+  18.5,-  21.8,+  12.7,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1550,2021/04/01 15:01:48,500,+  18.3,+  18.4,-  21.9,+  12.6,+  18.2,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1551,2021/04/01 15:01:49,  0,+  18.4,+  18.5,-  21.8,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1552,2021/04/01 15:01:49,500,+  18.4,+  18.5,-  21.9,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1553,2021/04/01 15:01:50,  0,+  18.4,+  18.5,-  21.9,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1554,2021/04/01 15:01:50,500,+  18.4,+  18.5,-  21.9,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1555,2021/04/01 15:01:51,  0,+  18.4,+  18.5,-  21.9,+  12.5,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1556,2021/04/01 15:01:51,500,+  18.3,+  18.5,-  21.9,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1557,2021/04/01 15:01:52,  0,+  18.4,+  18.5,-  21.9,+  12.5,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1558,2021/04/01 15:01:52,500,+  18.3,+  18.5,-  22.0,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1559,2021/04/01 15:01:53,  0,+  18.4,+  18.6,-  22.0,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1560,2021/04/01 15:01:53,500,+  18.4,+  18.5,-  22.0,+  12.5,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1561,2021/04/01 15:01:54,  0,+  18.4,+  18.6,-  22.1,+  12.5,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1562,2021/04/01 15:01:54,500,+  18.4,+  18.6,-  22.1,+  12.5,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1563,2021/04/01 15:01:55,  0,+  18.4,+  18.7,-  22.1,+  12.5,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1564,2021/04/01 15:01:55,500,+  18.4,+  18.7,-  22.1,+  12.5,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1565,2021/04/01 15:01:56,  0,+  18.4,+  18.6,-  22.1,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1566,2021/04/01 15:01:56,500,+  18.4,+  18.7,-  22.2,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1567,2021/04/01 15:01:57,  0,+  18.3,+  18.6,-  22.2,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1568,2021/04/01 15:01:57,500,+  18.4,+  18.7,-  22.2,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1569,2021/04/01 15:01:58,  0,+  18.4,+  18.6,-  22.2,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1570,2021/04/01 15:01:58,500,+  18.4,+  18.7,-  22.2,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1571,2021/04/01 15:01:59,  0,+  18.4,+  18.7,-  22.3,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1572,2021/04/01 15:01:59,500,+  18.4,+  18.6,-  22.3,+  12.6,+  18.2,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1573,2021/04/01 15:02:00,  0,+  18.4,+  18.6,-  22.3,+  12.6,+  18.3,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1574,2021/04/01 15:02:00,500,+  18.4,+  18.7,-  22.3,+  12.7,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1575,2021/04/01 15:02:01,  0,+  18.4,+  18.7,-  22.3,+  12.7,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1576,2021/04/01 15:02:01,500,+  18.4,+  18.7,-  22.3,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1577,2021/04/01 15:02:02,  0,+  18.4,+  18.7,-  22.3,+  12.7,+  18.4,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1578,2021/04/01 15:02:02,500,+  18.4,+  18.7,-  22.3,+  12.7,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1579,2021/04/01 15:02:03,  0,+  18.4,+  18.7,-  22.2,+  12.8,+  18.4,+  15.8,+  17.0,LLLLLLLLLL,LLLL
      1580,2021/04/01 15:02:03,500,+  18.4,+  18.7,-  22.1,+  12.7,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1581,2021/04/01 15:02:04,  0,+  18.4,+  18.7,-  22.1,+  12.7,+  18.3,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1582,2021/04/01 15:02:04,500,+  18.4,+  18.7,-  22.2,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1583,2021/04/01 15:02:05,  0,+  18.4,+  18.7,-  22.2,+  12.7,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1584,2021/04/01 15:02:05,500,+  18.4,+  18.8,-  22.2,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1585,2021/04/01 15:02:06,  0,+  18.4,+  18.7,-  22.1,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1586,2021/04/01 15:02:06,500,+  18.4,+  18.7,-  21.9,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1587,2021/04/01 15:02:07,  0,+  18.4,+  18.7,-  21.9,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1588,2021/04/01 15:02:07,500,+  18.4,+  18.7,-  22.0,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1589,2021/04/01 15:02:08,  0,+  18.4,+  18.7,-  22.0,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1590,2021/04/01 15:02:08,500,+  18.4,+  18.7,-  22.1,+  12.7,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1591,2021/04/01 15:02:09,  0,+  18.4,+  18.7,-  22.2,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1592,2021/04/01 15:02:09,500,+  18.4,+  18.7,-  22.2,+  12.6,+  18.2,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1593,2021/04/01 15:02:10,  0,+  18.4,+  18.7,-  22.2,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1594,2021/04/01 15:02:10,500,+  18.4,+  18.7,-  22.3,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1595,2021/04/01 15:02:11,  0,+  18.4,+  18.6,-  22.3,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1596,2021/04/01 15:02:11,500,+  18.4,+  18.7,-  22.4,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1597,2021/04/01 15:02:12,  0,+  18.4,+  18.7,-  22.5,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1598,2021/04/01 15:02:12,500,+  18.4,+  18.7,-  22.5,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1599,2021/04/01 15:02:13,  0,+  18.3,+  18.7,-  22.5,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1600,2021/04/01 15:02:13,500,+  18.4,+  18.7,-  22.5,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1601,2021/04/01 15:02:14,  0,+  18.4,+  18.6,-  22.5,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1602,2021/04/01 15:02:14,500,+  18.4,+  18.7,-  22.5,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1603,2021/04/01 15:02:15,  0,+  18.4,+  18.7,-  22.6,+  12.5,+  18.3,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1604,2021/04/01 15:02:15,500,+  18.4,+  18.6,-  22.5,+  12.6,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1605,2021/04/01 15:02:16,  0,+  18.3,+  18.7,-  22.5,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1606,2021/04/01 15:02:16,500,+  18.4,+  18.7,-  22.5,+  12.7,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1607,2021/04/01 15:02:17,  0,+  18.4,+  18.7,-  22.5,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1608,2021/04/01 15:02:17,500,+  18.4,+  18.7,-  22.6,+  12.6,+  18.4,+  15.9,+  17.1,LLLLLLLLLL,LLLL
      1609,2021/04/01 15:02:18,  0,+  18.4,+  18.7,-  22.5,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1610,2021/04/01 15:02:18,500,+  18.4,+  18.7,-  22.5,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1611,2021/04/01 15:02:19,  0,+  18.4,+  18.7,-  22.6,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1612,2021/04/01 15:02:19,500,+  18.4,+  18.7,-  22.6,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1613,2021/04/01 15:02:20,  0,+  18.4,+  18.7,-  22.7,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1614,2021/04/01 15:02:20,500,+  18.4,+  18.7,-  22.7,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1615,2021/04/01 15:02:21,  0,+  18.4,+  18.7,-  22.7,+  12.5,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1616,2021/04/01 15:02:21,500,+  18.4,+  18.7,-  22.6,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1617,2021/04/01 15:02:22,  0,+  18.4,+  18.7,-  22.7,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1618,2021/04/01 15:02:22,500,+  18.4,+  18.7,-  22.7,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1619,2021/04/01 15:02:23,  0,+  18.4,+  18.8,-  22.7,+  12.5,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1620,2021/04/01 15:02:23,500,+  18.4,+  18.6,-  22.7,+  12.5,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1621,2021/04/01 15:02:24,  0,+  18.4,+  18.7,-  22.7,+  12.5,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1622,2021/04/01 15:02:24,500,+  18.4,+  18.7,-  22.8,+  12.5,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1623,2021/04/01 15:02:25,  0,+  18.3,+  18.7,-  22.7,+  12.5,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1624,2021/04/01 15:02:25,500,+  18.3,+  18.7,-  22.7,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1625,2021/04/01 15:02:26,  0,+  18.4,+  18.7,-  22.8,+  12.6,+  18.4,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1626,2021/04/01 15:02:26,500,+  18.3,+  18.7,-  22.8,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1627,2021/04/01 15:02:27,  0,+  18.3,+  18.7,-  22.9,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1628,2021/04/01 15:02:27,500,+  18.3,+  18.7,-  22.9,+  12.6,+  18.3,+  15.8,+  17.1,LLLLLLLLLL,LLLL
      1629,2021/04/01 15:02:28,  0,+  18.2,+  18.7,-  22.9,+  12.5,+  18.3,+  15.8,+  17.0,LLLLLLLLLL,LLLL
