Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,15507     
Trigger,0         
Start time,2021-04-01,14:48:54
End time,2021-04-01,16:58:07
Trigger time,2021-04-01,14:48:54
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,Alarm1-10,AlarmOut
        16,2021/04/01 14:49:01,500,+  20.5,+  20.3,-   7.2,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        17,2021/04/01 14:49:02,  0,+  20.5,+  20.3,-   7.1,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        18,2021/04/01 14:49:02,500,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        19,2021/04/01 14:49:03,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        20,2021/04/01 14:49:03,500,+  20.5,+  20.2,-   7.0,+  15.8,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        21,2021/04/01 14:49:04,  0,+  20.5,+  20.3,-   7.0,+  15.8,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        22,2021/04/01 14:49:04,500,+  20.5,+  20.3,-   7.0,+  15.8,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        23,2021/04/01 14:49:05,  0,+  20.5,+  20.3,-   7.0,+  15.8,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        24,2021/04/01 14:49:05,500,+  20.5,+  20.3,-   7.0,+  15.8,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        25,2021/04/01 14:49:06,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        26,2021/04/01 14:49:06,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        27,2021/04/01 14:49:07,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        28,2021/04/01 14:49:07,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        29,2021/04/01 14:49:08,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        30,2021/04/01 14:49:08,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        31,2021/04/01 14:49:09,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        32,2021/04/01 14:49:09,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        33,2021/04/01 14:49:10,  0,+  20.5,+  20.3,-   7.0,+  15.5,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        34,2021/04/01 14:49:10,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        35,2021/04/01 14:49:11,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        36,2021/04/01 14:49:11,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        37,2021/04/01 14:49:12,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        38,2021/04/01 14:49:12,500,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        39,2021/04/01 14:49:13,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        40,2021/04/01 14:49:13,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        41,2021/04/01 14:49:14,  0,+  20.5,+  20.3,-   7.0,+  15.5,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        42,2021/04/01 14:49:14,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        43,2021/04/01 14:49:15,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        44,2021/04/01 14:49:15,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        45,2021/04/01 14:49:16,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        46,2021/04/01 14:49:16,500,+  20.6,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        47,2021/04/01 14:49:17,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        48,2021/04/01 14:49:17,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        49,2021/04/01 14:49:18,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        50,2021/04/01 14:49:18,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        51,2021/04/01 14:49:19,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        52,2021/04/01 14:49:19,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        53,2021/04/01 14:49:20,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        54,2021/04/01 14:49:20,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        55,2021/04/01 14:49:21,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        56,2021/04/01 14:49:21,500,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        57,2021/04/01 14:49:22,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        58,2021/04/01 14:49:22,500,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        59,2021/04/01 14:49:23,  0,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        60,2021/04/01 14:49:23,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        61,2021/04/01 14:49:24,  0,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        62,2021/04/01 14:49:24,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        63,2021/04/01 14:49:25,  0,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        64,2021/04/01 14:49:25,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        65,2021/04/01 14:49:26,  0,+  20.5,+  20.3,-   7.0,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        66,2021/04/01 14:49:26,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.2,+  18.9,LLLLLLLLLL,LLLL
        67,2021/04/01 14:49:27,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        68,2021/04/01 14:49:27,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        69,2021/04/01 14:49:28,  0,+  20.5,+  20.2,-   7.0,+  15.6,+  20.0,+  18.0,+  18.9,LLLLLLLLLL,LLLL
        70,2021/04/01 14:49:28,500,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        71,2021/04/01 14:49:29,  0,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        72,2021/04/01 14:49:29,500,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        73,2021/04/01 14:49:30,  0,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        74,2021/04/01 14:49:30,500,+  20.5,+  20.3,-   6.8,+  15.8,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        75,2021/04/01 14:49:31,  0,+  20.5,+  20.3,-   6.8,+  15.8,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        76,2021/04/01 14:49:31,500,+  20.5,+  20.3,-   6.8,+  15.7,+  20.0,+  18.1,+  18.9,LLLLLLLLLL,LLLL
        77,2021/04/01 14:49:32,  0,+  20.5,+  20.3,-   6.8,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        78,2021/04/01 14:49:32,500,+  20.5,+  20.2,-   6.8,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        79,2021/04/01 14:49:33,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        80,2021/04/01 14:49:33,500,+  20.5,+  20.3,-   6.8,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        81,2021/04/01 14:49:34,  0,+  20.5,+  20.3,-   6.8,+  15.7,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        82,2021/04/01 14:49:34,500,+  20.5,+  20.2,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        83,2021/04/01 14:49:35,  0,+  20.5,+  20.3,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        84,2021/04/01 14:49:35,500,+  20.5,+  20.3,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        85,2021/04/01 14:49:36,  0,+  20.5,+  20.3,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        86,2021/04/01 14:49:36,500,+  20.5,+  20.2,-   6.8,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        87,2021/04/01 14:49:37,  0,+  20.5,+  20.3,-   6.8,+  15.6,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        88,2021/04/01 14:49:37,500,+  20.5,+  20.3,-   6.8,+  15.6,+  20.0,+  18.1,+  18.8,LLLLLLLLLL,LLLL
        89,2021/04/01 14:49:38,  0,+  20.5,+  20.2,-   6.8,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        90,2021/04/01 14:49:38,500,+  20.5,+  20.2,-   6.8,+  15.7,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        91,2021/04/01 14:49:39,  0,+  20.5,+  20.3,-   6.8,+  15.6,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        92,2021/04/01 14:49:39,500,+  20.5,+  20.2,-   6.9,+  15.6,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        93,2021/04/01 14:49:40,  0,+  20.5,+  20.2,-   6.8,+  15.6,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        94,2021/04/01 14:49:40,500,+  20.5,+  20.2,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        95,2021/04/01 14:49:41,  0,+  20.5,+  20.2,-   6.8,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        96,2021/04/01 14:49:41,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        97,2021/04/01 14:49:42,  0,+  20.5,+  20.2,-   6.9,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
        98,2021/04/01 14:49:42,500,+  20.5,+  20.2,-   6.9,+  15.7,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
        99,2021/04/01 14:49:43,  0,+  20.5,+  20.2,-   6.9,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       100,2021/04/01 14:49:43,500,+  20.5,+  20.3,-   6.9,+  15.6,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       101,2021/04/01 14:49:44,  0,+  20.5,+  20.3,-   6.9,+  15.7,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       102,2021/04/01 14:49:44,500,+  20.5,+  20.3,-   6.9,+  15.7,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       103,2021/04/01 14:49:45,  0,+  20.5,+  20.3,-   6.9,+  15.7,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       104,2021/04/01 14:49:45,500,+  20.5,+  20.3,-   6.9,+  15.8,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       105,2021/04/01 14:49:46,  0,+  20.5,+  20.2,-   6.9,+  15.7,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       106,2021/04/01 14:49:46,500,+  20.5,+  20.3,-   6.9,+  15.8,+  20.0,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       107,2021/04/01 14:49:47,  0,+  20.5,+  20.3,-   6.9,+  15.8,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       108,2021/04/01 14:49:47,500,+  20.5,+  20.3,-   7.0,+  15.7,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       109,2021/04/01 14:49:48,  0,+  20.5,+  20.2,-   6.9,+  15.8,+  20.0,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       110,2021/04/01 14:49:48,500,+  20.5,+  20.3,-   6.9,+  15.7,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       111,2021/04/01 14:49:49,  0,+  20.5,+  20.2,-   6.9,+  15.7,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       112,2021/04/01 14:49:49,500,+  20.5,+  20.3,-   6.9,+  15.6,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       113,2021/04/01 14:49:50,  0,+  20.5,+  20.3,-   6.9,+  15.7,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       114,2021/04/01 14:49:50,500,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       115,2021/04/01 14:49:51,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       116,2021/04/01 14:49:51,500,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       117,2021/04/01 14:49:52,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       118,2021/04/01 14:49:52,500,+  20.4,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       119,2021/04/01 14:49:53,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       120,2021/04/01 14:49:53,500,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       121,2021/04/01 14:49:54,  0,+  20.5,+  20.2,-   6.9,+  15.6,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       122,2021/04/01 14:49:54,500,+  20.5,+  20.2,-   6.9,+  15.6,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       123,2021/04/01 14:49:55,  0,+  20.5,+  20.1,-   6.9,+  15.6,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       124,2021/04/01 14:49:55,500,+  20.5,+  20.1,-   6.9,+  15.6,+  20.2,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       125,2021/04/01 14:49:56,  0,+  20.4,+  20.0,-   6.9,+  15.6,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       126,2021/04/01 14:49:56,500,+  20.3,+  20.0,-   7.0,+  15.6,+  19.7,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       127,2021/04/01 14:49:57,  0,+  20.3,+  20.0,-   6.9,+  15.6,+  19.6,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       128,2021/04/01 14:49:57,500,+  20.3,+  20.0,-   6.9,+  15.7,+  19.5,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       129,2021/04/01 14:49:58,  0,+  20.4,+  20.0,-   6.9,+  15.6,+  19.5,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       130,2021/04/01 14:49:58,500,+  20.3,+  20.0,-   6.8,+  15.7,+  19.5,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       131,2021/04/01 14:49:59,  0,+  20.4,+  20.0,-   6.9,+  15.7,+  19.5,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       132,2021/04/01 14:49:59,500,+  20.4,+  20.0,-   6.9,+  15.6,+  19.5,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       133,2021/04/01 14:50:00,  0,+  20.4,+  20.0,-   6.9,+  15.6,+  19.5,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       134,2021/04/01 14:50:00,500,+  20.3,+  20.0,-   6.9,+  15.7,+  19.5,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       135,2021/04/01 14:50:01,  0,+  20.4,+  20.0,-   6.9,+  15.6,+  19.5,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       136,2021/04/01 14:50:01,500,+  20.4,+  20.0,-   7.0,+  15.6,+  19.6,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       137,2021/04/01 14:50:02,  0,+  20.4,+  20.1,-   7.0,+  15.6,+  19.6,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       138,2021/04/01 14:50:02,500,+  20.4,+  20.1,-   7.0,+  15.6,+  19.5,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       139,2021/04/01 14:50:03,  0,+  20.4,+  20.1,-   7.0,+  15.5,+  19.5,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       140,2021/04/01 14:50:03,500,+  20.4,+  20.0,-   7.0,+  15.5,+  19.6,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       141,2021/04/01 14:50:04,  0,+  20.3,+  20.0,-   7.0,+  15.6,+  19.6,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       142,2021/04/01 14:50:04,500,+  20.3,+  20.0,-   7.0,+  15.6,+  19.6,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       143,2021/04/01 14:50:05,  0,+  20.4,+  20.0,-   7.0,+  15.5,+  19.7,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       144,2021/04/01 14:50:05,500,+  20.4,+  20.1,-   7.1,+  15.5,+  19.7,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       145,2021/04/01 14:50:06,  0,+  20.4,+  20.1,-   7.1,+  15.5,+  19.7,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       146,2021/04/01 14:50:06,500,+  20.5,+  20.1,-   7.1,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       147,2021/04/01 14:50:07,  0,+  20.5,+  20.1,-   7.2,+  15.5,+  19.7,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       148,2021/04/01 14:50:07,500,+  20.5,+  20.1,-   7.2,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       149,2021/04/01 14:50:08,  0,+  20.4,+  20.1,-   7.2,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       150,2021/04/01 14:50:08,500,+  20.4,+  20.1,-   7.2,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       151,2021/04/01 14:50:09,  0,+  20.3,+  20.1,-   7.3,+  15.6,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       152,2021/04/01 14:50:09,500,+  20.4,+  20.2,-   7.3,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       153,2021/04/01 14:50:10,  0,+  20.4,+  20.1,-   7.3,+  15.5,+  19.8,+  18.0,+  18.8,LLLLLLLLLL,LLLL
       154,2021/04/01 14:50:10,500,+  20.4,+  20.1,-   7.3,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       155,2021/04/01 14:50:11,  0,+  20.5,+  20.1,-   7.4,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       156,2021/04/01 14:50:11,500,+  20.4,+  20.1,-   7.4,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       157,2021/04/01 14:50:12,  0,+  20.4,+  20.1,-   7.4,+  15.5,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       158,2021/04/01 14:50:12,500,+  20.4,+  20.2,-   7.5,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       159,2021/04/01 14:50:13,  0,+  20.5,+  20.1,-   7.4,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       160,2021/04/01 14:50:13,500,+  20.4,+  20.2,-   7.3,+  15.5,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       161,2021/04/01 14:50:14,  0,+  20.5,+  20.2,-   7.3,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       162,2021/04/01 14:50:14,500,+  20.4,+  20.2,-   7.3,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       163,2021/04/01 14:50:15,  0,+  20.4,+  20.1,-   7.4,+  15.5,+  19.9,+  18.0,+  18.7,LLLLLLLLLL,LLLL
       164,2021/04/01 14:50:15,500,+  20.5,+  20.2,-   7.4,+  15.5,+  19.8,+  18.0,+  18.7,LLLLLLLLLL,LLLL
